sim_time, tortoise/coxa_hinge2?0/position
1.001, -0.00823506
1.002, -0.00823301
1.003, -0.00823109
1.004, -0.00822929
1.005, -0.00822762
1.006, -0.00822606
1.007, -0.00822461
1.008, -0.00822326
1.009, -0.00822198
1.01, -0.00822078
1.011, -0.00821965
1.012, -0.00821857
1.013, -0.00821754
1.014, -0.00821653
1.015, -0.00821555
1.016, -0.00821459
1.017, -0.00821364
1.018, -0.00821269
1.019, -0.00821175
1.02, -0.0082108
1.021, -0.00820985
1.022, -0.00820889
1.023, -0.00820792
1.024, -0.00820694
1.025, -0.00820594
1.026, -0.00820494
1.027, -0.00820392
1.028, -0.00820288
1.029, -0.00820183
1.03, -0.00820077
1.031, -0.00819969
1.032, -0.00819859
1.033, -0.00819748
1.034, -0.00819636
1.035, -0.00819521
1.036, -0.00819406
1.037, -0.00819289
1.038, -0.00819171
1.039, -0.00819051
1.04, -0.0081893
1.041, -0.00818809
1.042, -0.00818686
1.043, -0.00818562
1.044, -0.00818438
1.045, -0.00818313
1.046, -0.00818187
1.047, -0.00818061
1.048, -0.00817934
1.049, -0.00817807
1.05, -0.00817679
1.051, -0.00817551
1.052, -0.00817423
1.053, -0.00817294
1.054, -0.00817165
1.055, -0.00817036
1.056, -0.00816907
1.057, -0.00816777
1.058, -0.00816647
1.059, -0.00816518
1.06, -0.00816388
1.061, -0.00816258
1.062, -0.00816127
1.063, -0.00815997
1.064, -0.00815867
1.065, -0.00815737
1.066, -0.00815607
1.067, -0.00815476
1.068, -0.00815346
1.069, -0.00815216
1.07, -0.00815085
1.071, -0.00814955
1.072, -0.00814824
1.073, -0.00814694
1.074, -0.00814563
1.075, -0.00814432
1.076, -0.00814302
1.077, -0.00814171
1.078, -0.0081404
1.079, -0.0081391
1.08, -0.00813779
1.081, -0.00813649
1.082, -0.00813518
1.083, -0.00813388
1.084, -0.00813258
1.085, -0.00813128
1.086, -0.00812998
1.087, -0.00812868
1.088, -0.00812738
1.089, -0.00812608
1.09, -0.00812479
1.091, -0.00812349
1.092, -0.0081222
1.093, -0.00812091
1.094, -0.00811962
1.095, -0.00811833
1.096, -0.00811705
1.097, -0.00811576
1.098, -0.00811448
1.099, -0.00811319
1.1, -0.00811253
1.101, -0.00811268
1.102, -0.0081123
1.103, -0.00811215
1.104, -0.00811125
1.105, -0.00811059
1.106, -0.00810913
1.107, -0.00810795
1.108, -0.00810606
1.109, -0.00810455
1.11, -0.00810241
1.111, -0.00810072
1.112, -0.00809848
1.113, -0.00809675
1.114, -0.0080945
1.115, -0.00809278
1.116, -0.00809058
1.117, -0.00808891
1.118, -0.00808677
