sim_time, tortoise/femur_hinge3?0/position
73.777, 0.0151593
73.778, 0.0151593
73.779, 0.0151593
73.78, 0.01516
73.781, 0.0151489
73.782, 0.0151501
73.783, 0.0151501
73.784, 0.0151501
73.785, 0.0151502
73.786, 0.0151502
73.787, 0.0151502
73.788, 0.0151502
73.789, 0.0151503
73.79, 0.0151503
73.791, 0.0151503
73.792, 0.0151503
73.793, 0.0151503
73.794, 0.0151504
73.795, 0.0151504
73.796, 0.0151504
73.797, 0.0151504
73.798, 0.0151504
73.799, 0.0151504
73.8, 0.0151505
73.801, 0.0151505
73.802, 0.0151505
73.803, 0.0151505
73.804, 0.0151505
73.805, 0.0151505
73.806, 0.0151505
73.807, 0.0151505
73.808, 0.0151506
73.809, 0.0151506
73.81, 0.0151506
73.811, 0.0151506
73.812, 0.0151506
73.813, 0.0151506
73.814, 0.0151506
73.815, 0.0151506
73.816, 0.0151506
73.817, 0.0151506
73.818, 0.0151507
73.819, 0.0151507
73.82, 0.0151507
73.821, 0.0151514
73.822, 0.015151
73.823, 0.0151509
73.824, 0.015151
73.825, 0.015151
73.826, 0.015151
73.827, 0.015151
73.828, 0.015151
73.829, 0.015151
73.83, 0.015151
73.831, 0.015151
73.832, 0.015151
73.833, 0.015151
73.834, 0.015151
73.835, 0.015151
73.836, 0.0151511
73.837, 0.0151511
73.838, 0.0151511
73.839, 0.0151511
73.84, 0.0151511
73.841, 0.0151511
73.842, 0.0151511
73.843, 0.0151511
73.844, 0.0151511
73.845, 0.0151511
73.846, 0.0151511
73.847, 0.0151511
73.848, 0.0151511
73.849, 0.0151511
73.85, 0.0151511
73.851, 0.0151511
73.852, 0.0151511
73.853, 0.0151511
73.854, 0.0151511
73.855, 0.0151511
73.856, 0.015151
73.857, 0.015151
73.858, 0.015151
73.859, 0.015151
73.86, 0.015151
73.861, 0.015151
73.862, 0.0151518
73.863, 0.0151513
73.864, 0.0151512
73.865, 0.0151513
73.866, 0.0151513
73.867, 0.0151513
73.868, 0.0151513
73.869, 0.0151513
73.87, 0.0151513
73.871, 0.0151512
73.872, 0.0151512
73.873, 0.015152
73.874, 0.0151515
73.875, 0.0151514
73.876, 0.0151515
73.877, 0.0151515
73.878, 0.0151515
73.879, 0.0151515
73.88, 0.0151514
73.881, 0.0151514
73.882, 0.0151514
73.883, 0.0151522
73.884, 0.0151517
73.885, 0.0151516
73.886, 0.0151516
73.887, 0.0151516
73.888, 0.0151516
73.889, 0.0151516
73.89, 0.0151516
73.891, 0.0151516
73.892, 0.0151516
73.893, 0.0151523
73.894, 0.0151518
73.895, 0.0151517
73.896, 0.0151518
73.897, 0.0151518
73.898, 0.0151518
73.899, 0.0151517
73.9, 0.0151517
73.901, 0.0151517
73.902, 0.0151517
73.903, 0.0151517
73.904, 0.0151524
73.905, 0.0151423
73.906, 0.0151434
73.907, 0.0151434
73.908, 0.0151435
73.909, 0.0151436
73.91, 0.0151436
73.911, 0.0151437
73.912, 0.0151437
73.913, 0.0151437
73.914, 0.0151438
73.915, 0.0151438
73.916, 0.0151438
73.917, 0.0151439
73.918, 0.0151439
73.919, 0.0151439
73.92, 0.015144
73.921, 0.015144
73.922, 0.015144
73.923, 0.0151441
73.924, 0.0151441
73.925, 0.0151441
73.926, 0.0151442
73.927, 0.0151442
73.928, 0.0151442
73.929, 0.0151443
73.93, 0.0151443
73.931, 0.0151443
73.932, 0.0151443
73.933, 0.0151444
73.934, 0.0151444
73.935, 0.0151444
73.936, 0.0151445
73.937, 0.0151445
73.938, 0.0151445
73.939, 0.0151445
73.94, 0.0151453
73.941, 0.0151448
73.942, 0.0151448
73.943, 0.0151449
73.944, 0.0151449
73.945, 0.0151449
73.946, 0.015145
73.947, 0.015145
73.948, 0.015145
73.949, 0.015145
73.95, 0.0151451
73.951, 0.0151451
73.952, 0.0151451
73.953, 0.0151451
73.954, 0.0151451
73.955, 0.0151452
73.956, 0.0151452
73.957, 0.0151452
73.958, 0.0151452
73.959, 0.0151452
73.96, 0.0151452
73.961, 0.0151453
73.962, 0.0151453
73.963, 0.0151453
73.964, 0.0151453
73.965, 0.0151453
73.966, 0.0151453
73.967, 0.0151453
73.968, 0.0151454
73.969, 0.0151454
73.97, 0.0151454
73.971, 0.0151454
73.972, 0.0151454
73.973, 0.0151454
73.974, 0.0151454
73.975, 0.0151454
73.976, 0.0151455
73.977, 0.0151455
73.978, 0.0151455
73.979, 0.0151462
73.98, 0.0151457
73.981, 0.0151457
73.982, 0.0151457
73.983, 0.0151458
73.984, 0.0151458
73.985, 0.0151458
73.986, 0.0151458
73.987, 0.0151458
73.988, 0.0151458
73.989, 0.0151465
73.99, 0.0151461
73.991, 0.015146
73.992, 0.0151461
73.993, 0.0151461
73.994, 0.0151461
73.995, 0.0151461
73.996, 0.0151461
73.997, 0.0151461
73.998, 0.0151468
73.999, 0.0151464
74, 0.0151463
74.001, 0.0151464
74.002, 0.0151464
74.003, 0.0151464
74.004, 0.0151464
74.005, 0.0151464
74.006, 0.0151464
74.007, 0.0151471
74.008, 0.0151466
74.009, 0.0151466
74.01, 0.0151466
74.011, 0.0151466
74.012, 0.0151466
74.013, 0.0151466
74.014, 0.0151466
74.015, 0.0151466
74.016, 0.0151474
74.017, 0.0151377
74.018, 0.0151388
74.019, 0.0151389
74.02, 0.015139
74.021, 0.015139
74.022, 0.0151391
74.023, 0.0151391
74.024, 0.0151391
74.025, 0.0151392
74.026, 0.0151392
74.027, 0.0151393
74.028, 0.0151393
74.029, 0.0151394
74.03, 0.0151394
74.031, 0.0151394
74.032, 0.0151395
74.033, 0.0151395
74.034, 0.0151396
74.035, 0.0151396
74.036, 0.0151396
74.037, 0.0151397
74.038, 0.0151397
74.039, 0.0151397
74.04, 0.0151398
74.041, 0.0151398
74.042, 0.0151399
74.043, 0.0151399
74.044, 0.0151399
74.045, 0.01514
74.046, 0.01514
74.047, 0.01514
74.048, 0.0151401
74.049, 0.0151401
74.05, 0.0151401
74.051, 0.0151409
74.052, 0.0151404
74.053, 0.0151404
74.054, 0.0151405
74.055, 0.0151405
74.056, 0.0151406
74.057, 0.0151406
74.058, 0.0151406
74.059, 0.0151407
74.06, 0.0151407
74.061, 0.0151407
74.062, 0.0151407
74.063, 0.0151408
74.064, 0.0151408
74.065, 0.0151408
74.066, 0.0151408
74.067, 0.0151409
74.068, 0.0151409
74.069, 0.0151409
74.07, 0.0151409
74.071, 0.015141
74.072, 0.015141
74.073, 0.015141
74.074, 0.015141
74.075, 0.015141
74.076, 0.0151411
74.077, 0.0151411
74.078, 0.0151411
74.079, 0.0151411
74.08, 0.0151411
74.081, 0.0151412
74.082, 0.0151412
74.083, 0.0151412
74.084, 0.0151412
74.085, 0.0151412
74.086, 0.0151412
74.087, 0.0151413
74.088, 0.0151413
74.089, 0.0151413
74.09, 0.0151413
74.091, 0.0151413
74.092, 0.0151413
74.093, 0.0151413
74.094, 0.0151413
74.095, 0.0151414
74.096, 0.0151414
74.097, 0.0151421
74.098, 0.0151416
74.099, 0.0151416
74.1, 0.0151417
74.101, 0.0151417
74.102, 0.0151417
74.103, 0.0151417
74.104, 0.0151417
74.105, 0.0151417
