sim_time, tortoise/coxa_hinge2?0/position
1.001, 0.00261613
1.002, 0.00261608
1.003, 0.00261602
1.004, 0.00261596
1.005, 0.00261591
1.006, 0.00261585
1.007, 0.0026158
1.008, 0.00261574
1.009, 0.00261569
1.01, 0.00261563
1.011, 0.00261558
1.012, 0.00261538
1.013, 0.00261539
1.014, 0.00261537
1.015, 0.00261533
1.016, 0.00261529
1.017, 0.00261523
1.018, 0.00261518
1.019, 0.00261512
1.02, 0.00261506
1.021, 0.00261501
1.022, 0.00261495
1.023, 0.0026149
1.024, 0.00261484
1.025, 0.00261479
1.026, 0.00261473
1.027, 0.00261468
1.028, 0.00261463
1.029, 0.00261457
1.03, 0.00261452
1.031, 0.00261447
1.032, 0.00261441
1.033, 0.00261436
1.034, 0.00261431
1.035, 0.00261412
1.036, 0.00261412
1.037, 0.00261411
1.038, 0.00261407
1.039, 0.00261403
1.04, 0.00261398
1.041, 0.00261392
1.042, 0.00261387
1.043, 0.00261381
1.044, 0.00261376
1.045, 0.00261371
1.046, 0.00261365
1.047, 0.0026136
1.048, 0.00261355
1.049, 0.0026135
1.05, 0.00261344
1.051, 0.00261339
1.052, 0.00261334
1.053, 0.00261329
1.054, 0.00261324
1.055, 0.00261319
1.056, 0.00261314
1.057, 0.00261309
1.058, 0.00261289
1.059, 0.0026129
1.06, 0.00261289
1.061, 0.00261286
1.062, 0.00261281
1.063, 0.00261277
1.064, 0.00261271
1.065, 0.00261266
1.066, 0.00261261
1.067, 0.00261255
1.068, 0.0026125
1.069, 0.00261245
1.07, 0.0026124
1.071, 0.00261235
1.072, 0.0026123
1.073, 0.00261225
1.074, 0.0026122
1.075, 0.00261215
1.076, 0.0026121
1.077, 0.00261205
1.078, 0.002612
1.079, 0.00261195
1.08, 0.0026119
1.081, 0.00261186
1.082, 0.00261167
1.083, 0.00261167
1.084, 0.00261167
1.085, 0.00261163
1.086, 0.00261159
1.087, 0.00261155
1.088, 0.0026115
1.089, 0.00261145
1.09, 0.0026114
1.091, 0.00261135
1.092, 0.0026113
1.093, 0.00261125
1.094, 0.0026112
1.095, 0.00261115
1.096, 0.0026111
1.097, 0.00261105
1.098, 0.00261101
1.099, 0.00261096
1.1, 0.00261091
1.101, 0.00261086
1.102, 0.00261082
1.103, 0.00261077
1.104, 0.00261072
1.105, 0.00261067
1.106, 0.00261063
1.107, 0.00261044
1.108, 0.00261045
1.109, 0.00261044
1.11, 0.00261042
1.111, 0.00261038
1.112, 0.00261033
1.113, 0.00261029
1.114, 0.00261024
1.115, 0.00261019
1.116, 0.00261014
1.117, 0.00261009
1.118, 0.00261005
1.119, 0.00261
1.12, 0.00260995
1.121, 0.00260991
1.122, 0.00260986
1.123, 0.00260981
1.124, 0.00260977
1.125, 0.00260972
1.126, 0.00260968
1.127, 0.00260963
1.128, 0.00260959
1.129, 0.00260954
