sim_time, tortoise/coxa_hinge0?0/position
21.777, 0.00618763
21.778, 0.00618744
21.779, 0.00618713
21.78, 0.00618695
21.781, 0.00618676
21.782, 0.00618645
21.783, 0.00618627
21.784, 0.00618608
21.785, 0.00618577
21.786, 0.00618559
21.787, 0.0061854
21.788, 0.00618509
21.789, 0.00618491
21.79, 0.00618472
21.791, 0.00618441
21.792, 0.00618423
21.793, 0.00618403
21.794, 0.00618372
21.795, 0.00618354
21.796, 0.00618335
21.797, 0.00618304
21.798, 0.00618286
21.799, 0.00618266
21.8, 0.00618235
21.801, 0.00618217
21.802, 0.00618198
21.803, 0.00618166
21.804, 0.00618149
21.805, 0.00618129
21.806, 0.00618098
21.807, 0.0061808
21.808, 0.0061806
21.809, 0.00618029
21.81, 0.00618011
21.811, 0.00617991
21.812, 0.0061796
21.813, 0.00617942
21.814, 0.00617922
21.815, 0.00617891
21.816, 0.00617873
21.817, 0.00617853
21.818, 0.00617822
21.819, 0.00617804
21.82, 0.00617784
21.821, 0.00617752
21.822, 0.00617734
21.823, 0.00617715
21.824, 0.00617683
21.825, 0.00617665
21.826, 0.00617645
21.827, 0.00617613
21.828, 0.00617596
21.829, 0.00617576
21.83, 0.00617544
21.831, 0.00617526
21.832, 0.00617506
21.833, 0.00617474
21.834, 0.00617456
21.835, 0.00617436
21.836, 0.00617405
21.837, 0.00617387
21.838, 0.00617367
21.839, 0.00617335
21.84, 0.00617317
21.841, 0.00617297
21.842, 0.00617265
21.843, 0.00617247
21.844, 0.00617227
21.845, 0.00617195
21.846, 0.00617177
21.847, 0.00617157
21.848, 0.00617125
21.849, 0.00617107
21.85, 0.00617086
21.851, 0.00617054
21.852, 0.00617036
21.853, 0.00617016
21.854, 0.00616984
21.855, 0.00616966
21.856, 0.00616946
21.857, 0.00616914
21.858, 0.00616896
21.859, 0.00616875
21.86, 0.00616843
21.861, 0.00616825
21.862, 0.00616805
21.863, 0.00616773
21.864, 0.00616755
21.865, 0.00616734
21.866, 0.00616702
21.867, 0.00616684
21.868, 0.00616664
21.869, 0.00616631
21.87, 0.00616613
21.871, 0.00616593
21.872, 0.0061656
21.873, 0.00616543
21.874, 0.00616522
21.875, 0.0061649
21.876, 0.00616472
21.877, 0.00616451
21.878, 0.00616419
21.879, 0.00616401
21.88, 0.0061638
21.881, 0.00616347
21.882, 0.0061633
21.883, 0.00616309
21.884, 0.00616276
21.885, 0.00616258
21.886, 0.00616238
21.887, 0.00616205
21.888, 0.00616187
21.889, 0.00616166
21.89, 0.00616134
21.891, 0.00616116
21.892, 0.00616095
21.893, 0.00616062
21.894, 0.00616044
21.895, 0.00616023
21.896, 0.00615991
21.897, 0.00615973
21.898, 0.00615952
21.899, 0.00615919
21.9, 0.00615901
21.901, 0.0061588
21.902, 0.00615847
21.903, 0.00615829
21.904, 0.00615808
21.905, 0.00615775
21.906, 0.00615757
21.907, 0.00615736
21.908, 0.00615703
21.909, 0.00615685
21.91, 0.00615664
21.911, 0.00615631
21.912, 0.00615612
21.913, 0.00615591
21.914, 0.00615558
21.915, 0.0061554
21.916, 0.00615519
21.917, 0.00615486
21.918, 0.00615467
21.919, 0.00615446
21.92, 0.00615413
21.921, 0.00615395
21.922, 0.00615373
21.923, 0.0061534
21.924, 0.00615322
21.925, 0.006153
21.926, 0.00615267
21.927, 0.00615248
21.928, 0.00615227
21.929, 0.00615194
21.93, 0.00615175
21.931, 0.00615154
21.932, 0.00615121
21.933, 0.00615102
21.934, 0.00615081
21.935, 0.00615047
21.936, 0.00615028
21.937, 0.00615007
21.938, 0.00614974
21.939, 0.00614955
21.94, 0.00614933
21.941, 0.006149
21.942, 0.00614881
21.943, 0.00614859
21.944, 0.00614826
21.945, 0.00614807
21.946, 0.00614785
21.947, 0.00614752
21.948, 0.00614733
21.949, 0.00614711
21.95, 0.00614678
21.951, 0.00614658
21.952, 0.00614637
21.953, 0.00614603
21.954, 0.00614584
21.955, 0.00614562
21.956, 0.00614529
21.957, 0.00614509
21.958, 0.00614487
21.959, 0.00614454
21.96, 0.00614434
21.961, 0.00614413
21.962, 0.00614379
21.963, 0.00614359
21.964, 0.00614338
21.965, 0.00614304
21.966, 0.00614284
21.967, 0.00614263
21.968, 0.00614229
21.969, 0.00614209
21.97, 0.00614187
21.971, 0.00614154
21.972, 0.00614134
21.973, 0.00614112
21.974, 0.00614078
21.975, 0.00614058
21.976, 0.00614036
21.977, 0.00614003
21.978, 0.00613983
21.979, 0.00613961
21.98, 0.00613927
21.981, 0.00613907
21.982, 0.00613885
21.983, 0.00613851
21.984, 0.00613831
21.985, 0.00613809
21.986, 0.00613775
21.987, 0.00613755
21.988, 0.00613733
21.989, 0.00613699
21.99, 0.00613679
21.991, 0.00613657
21.992, 0.00613623
21.993, 0.00613602
21.994, 0.0061358
21.995, 0.00613546
21.996, 0.00613526
21.997, 0.00613504
