sim_time, tortoise/tibia_hinge2?0/position
21.777, 1.29259
21.778, 1.2926
21.779, 1.2926
21.78, 1.2926
21.781, 1.29261
21.782, 1.29261
21.783, 1.29261
21.784, 1.29262
21.785, 1.29262
21.786, 1.29262
21.787, 1.29263
21.788, 1.29263
21.789, 1.29263
21.79, 1.29264
21.791, 1.29264
21.792, 1.29264
21.793, 1.29265
21.794, 1.29265
21.795, 1.29265
21.796, 1.29266
21.797, 1.29266
21.798, 1.29266
21.799, 1.29267
21.8, 1.29267
21.801, 1.29267
21.802, 1.29268
21.803, 1.29268
21.804, 1.29268
21.805, 1.29269
21.806, 1.29269
21.807, 1.29269
21.808, 1.2927
21.809, 1.2927
21.81, 1.2927
21.811, 1.29271
21.812, 1.29271
21.813, 1.29271
21.814, 1.29272
21.815, 1.29272
21.816, 1.29272
21.817, 1.29273
21.818, 1.29273
21.819, 1.29273
21.82, 1.29274
21.821, 1.29274
21.822, 1.29274
21.823, 1.29275
21.824, 1.29275
21.825, 1.29275
21.826, 1.29276
21.827, 1.29276
21.828, 1.29277
21.829, 1.29277
21.83, 1.29277
21.831, 1.29278
21.832, 1.29278
21.833, 1.29278
21.834, 1.29279
21.835, 1.29279
21.836, 1.29279
21.837, 1.2928
21.838, 1.2928
21.839, 1.2928
21.84, 1.29281
21.841, 1.29281
21.842, 1.29281
21.843, 1.29282
21.844, 1.29282
21.845, 1.29282
21.846, 1.29282
21.847, 1.29283
21.848, 1.29283
21.849, 1.29283
21.85, 1.29284
21.851, 1.29284
21.852, 1.29284
21.853, 1.29285
21.854, 1.29285
21.855, 1.29285
21.856, 1.29286
21.857, 1.29286
21.858, 1.29286
21.859, 1.29287
21.86, 1.29287
21.861, 1.29287
21.862, 1.29288
21.863, 1.29288
21.864, 1.29288
21.865, 1.29289
21.866, 1.29289
21.867, 1.29289
21.868, 1.2929
21.869, 1.2929
21.87, 1.2929
21.871, 1.29291
21.872, 1.29291
21.873, 1.29291
21.874, 1.29292
21.875, 1.29292
21.876, 1.29292
21.877, 1.29293
21.878, 1.29293
21.879, 1.29293
21.88, 1.29294
21.881, 1.29294
21.882, 1.29294
21.883, 1.29295
21.884, 1.29295
21.885, 1.29295
